property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_to_room_ratio
flat,hcbs sports ville,sohna road,0.22,4603.0,477.9491635889637,Built Up area: 477.85 (44.39 sq.m.)Carpet area: 321.6 sq.ft. (29.88 sq.m.),1.0,1.0,1,9.0,East,Relatively New,,477.809521,321.6,0.0,0.0,0.0,0.0,0.0,0,44,477.9491635889637
flat,ats tourmaline,sector 109,2.95,9365.0,3150.026695141484,Super Built up area 3150(292.64 sq.m.),4.0,5.0,3+,10.0,North-East,Relatively New,3150.0,,,0.0,1.0,0.0,0.0,0.0,1,101,787.506673785371
flat,tarc maceo,sector 91,1.9,6975.0,2724.0143369175626,Super Built up area 2724(253.07 sq.m.),4.0,4.0,3,9.0,North,Relatively New,2724.0,,,0.0,1.0,0.0,0.0,0.0,1,120,681.0035842293906
flat,raheja atharva,sector 109,0.79,7931.0,996.0912873534232,Super Built up area 1457(135.36 sq.m.)Carpet area: 996 sq.ft. (92.53 sq.m.),3.0,2.0,2,3.0,,Relatively New,1457.0,,996.0,0.0,0.0,0.0,0.0,0.0,0,44,332.0304291178077
flat,bestech park view city,sector 48,4.25,9334.0,4553.2461967002355,Super Built up area 4553(422.99 sq.m.),4.0,5.0,3+,14.0,,Moderately Old,4553.0,,,1.0,0.0,0.0,0.0,0.0,0,81,1138.3115491750589
flat,emaar gurgaon greens,sector 102,1.5,9090.0,1650.16501650165,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3.0,3.0,3,7.0,West,Relatively New,1650.0,,1022.58,0.0,0.0,0.0,1.0,0.0,0,174,550.05500550055
flat,parsvnath exotica,sector 53,6.5,19174.0,3390.007301554188,Super Built up area 3390(314.94 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),4.0,5.0,3+,10.0,South,Relatively New,3390.0,3000.0,2500.0,1.0,1.0,0.0,1.0,0.0,0,174,847.501825388547
flat,ambience creacions,sector 22,1.75,12700.0,1377.9527559055118,Super Built up area 1380(128.21 sq.m.),2.0,2.0,2,11.0,,Under Construction,1380.0,,,0.0,0.0,0.0,0.0,0.0,1,57,688.9763779527559
flat,m3m sierra 68,sector 68,1.25,10245.0,1220.1073694485117,Super Built up area 1220(113.34 sq.m.)Carpet area: 694 sq.ft. (64.47 sq.m.),2.0,2.0,3,4.0,,New Property,1220.0,,694.0,0.0,0.0,0.0,0.0,0.0,1,44,610.0536847242558
flat,residency grand,sector 52,5.0,7692.0,6500.260010400416,Carpet area: 5200 (483.1 sq.m.),5.0,7.0,3+,1.0,East,Moderately Old,,,5200.0,0.0,1.0,0.0,1.0,0.0,1,77,1300.0520020800832
flat,krisumi waterfall residences,sector 36a,2.2,14874.0,1479.0910313298373,Super Built up area 1479(137.4 sq.m.),2.0,2.0,2,23.0,North,New Property,1479.0,,,0.0,0.0,0.0,0.0,0.0,1,15,739.5455156649186
flat,piedmont taksila heights,sector 37c,1.05,4792.0,2191.151919866444,Super Built up area 1920(178.37 sq.m.),3.0,3.0,3,7.0,,Relatively New,1920.0,,,0.0,0.0,0.0,0.0,0.0,0,81,730.3839732888147
flat,sbtl caladium,sector 109,1.63,6404.0,2545.284197376639,Super Built up area 2545(236.44 sq.m.),3.0,3.0,2,8.0,North-West,Relatively New,2545.0,,,0.0,1.0,0.0,0.0,0.0,1,159,848.428065792213
flat,mapsko paradise,sector 83,0.95,6300.0,1507.936507936508,Carpet area: 1340 (124.49 sq.m.),3.0,3.0,3,1.0,,Moderately Old,,,1340.0,0.0,0.0,0.0,0.0,0.0,1,0,502.64550264550263
flat,emaar digihomes,sector 62,2.15,14257.0,1508.0311425966192,Carpet area: 1508 (140.1 sq.m.),2.0,2.0,3,31.0,,Under Construction,,,1508.0,0.0,0.0,0.0,0.0,0.0,1,101,754.0155712983096
flat,shree vardhman flora,sector 90,0.65,5000.0,1300.0,Super Built up area 1300(120.77 sq.m.),2.0,2.0,2,12.0,East,Old Property,1300.0,,,1.0,0.0,0.0,0.0,0.0,1,103,650.0
flat,afnhb jalvayu vihar,sector 30,1.45,11153.0,1300.0986281717924,Built Up area: 1300 (120.77 sq.m.)Carpet area: 1090 sq.ft. (101.26 sq.m.),3.0,2.0,2,2.0,North,Old Property,,1300.0,1090.0,0.0,0.0,0.0,0.0,0.0,2,75,433.3662093905975
house,smart world orchard,sector 61,2.01,13001.0,1546.0,Plot area 1549(143.91 sq.m.),3.0,3.0,3,4.0,North,Under Construction,,1549.0,,0.0,0.0,0.0,0.0,0.0,1,145,515.3333333333334
flat,mapsko mount ville,sector 79,1.25,8389.0,1490.0464894504707,Carpet area: 1490 (138.43 sq.m.),3.0,3.0,3+,16.0,North,Relatively New,,,1490.0,0.0,0.0,0.0,0.0,0.0,0,49,496.6821631501569
flat,signature global park,sohna road,0.55,7355.0,747.7906186267845,Carpet area: 745 (69.21 sq.m.),2.0,2.0,3,4.0,East,New Property,,,745.0,0.0,0.0,0.0,0.0,0.0,1,80,373.89530931339226
house,bptp visionnaire,sector 70a,4.0,6666.0,6001.0,Plot area 6000(557.42 sq.m.),4.0,4.0,3+,2.0,North-East,Relatively New,,6000.0,,0.0,1.0,0.0,0.0,0.0,1,154,1500.25
flat,la vida by tata housing,sector 113,3.0,14285.0,2100.1050052502624,Super Built up area 2691(250 sq.m.)Built Up area: 2460 sq.ft. (228.54 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3.0,3.0,3+,3.0,East,Relatively New,2691.0,2460.0,2100.0,0.0,1.0,0.0,0.0,0.0,1,167,700.0350017500874
house,emaar mgf marbella,sector 66,11.0,33951.0,3240.0,Plot area 360(301.01 sq.m.),5.0,6.0,3+,2.0,North-East,New Property,,3240.0,,1.0,1.0,1.0,1.0,0.0,0,153,648.0
flat,m3m woodshire,sector 107,0.8,5856.0,1366.120218579235,Super Built up area 1366(126.91 sq.m.),2.0,2.0,3+,14.0,,New Property,1366.0,,,0.0,0.0,0.0,0.0,0.0,1,67,683.0601092896175
flat,tulip violet,sector 69,1.9,9452.0,2010.1565806178587,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,0.0,South-West,Relatively New,2010.0,,,0.0,0.0,0.0,0.0,0.0,1,49,502.5391451544647
house,independent,sector 41,1.65,13750.0,1200.0,Built Up area: 1200 (111.48 sq.m.),1.0,1.0,0,1.0,,Undefined,,1200.0,,0.0,0.0,0.0,0.0,0.0,1,0,1200.0
flat,signature global city 37d ph 2,sector 37d,1.36,8846.0,1537.4180420529055,Built Up area: 1535 (142.61 sq.m.),3.0,3.0,3,1.0,North-East,Under Construction,,1535.0,,0.0,0.0,0.0,1.0,1.0,1,37,512.4726806843018
flat,vatika the seven lamps,sector 82,1.39,6412.0,2167.810355583281,Super Built up area 2160(200.67 sq.m.),3.0,3.0,3+,11.0,East,Relatively New,2160.0,,,1.0,1.0,0.0,0.0,0.0,0,117,722.6034518610936
flat,the roselia 2,sector 95,0.45,6475.0,694.980694980695,Built Up area: 695 (64.57 sq.m.)Carpet area: 595 sq.ft. (55.28 sq.m.),2.0,2.0,2,19.0,North,Undefined,,695.0,595.0,0.0,0.0,0.0,0.0,0.0,1,0,347.4903474903475
flat,smart world orchard,sector 61,1.65,13750.0,1200.0,Carpet area: 1200 (111.48 sq.m.),2.0,2.0,2,1.0,,Under Construction,,,1200.0,1.0,0.0,0.0,0.0,0.0,1,16,600.0
flat,ireo victory valley,sector 67,2.87,11903.0,2411.1568512139797,Super Built up area 2411(223.99 sq.m.)Carpet area: 1808 sq.ft. (167.97 sq.m.),3.0,3.0,3+,16.0,North-West,Relatively New,2411.0,,1808.0,0.0,1.0,0.0,0.0,0.0,0,174,803.71895040466
flat,shapoorji pallonji joyville gurugram,sector 102,1.41,10307.0,1368.0023285146017,Super Built up area 1368(127.09 sq.m.),2.0,2.0,3,0.0,North-East,Relatively New,1368.0,,,0.0,0.0,0.0,0.0,1.0,1,49,684.0011642573008
flat,emaar palm gardens,sector 83,1.75,9210.0,1900.1085776330076,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3.0,3.0,3,6.0,East,Relatively New,1900.0,1600.0,1240.04,0.0,1.0,0.0,0.0,0.0,0,174,633.3695258776692
flat,smart world orchard,sector 61,1.85,14800.0,1250.0,Carpet area: 1250 (116.13 sq.m.),2.0,2.0,2,3.0,,New Property,,,1250.0,0.0,0.0,0.0,0.0,0.0,1,44,625.0
house,experion windchants,sector 112,7.46,10260.0,7271.0,Built Up area: 6350 (589.93 sq.m.),4.0,4.0,3+,2.0,East,Relatively New,,6350.0,,0.0,1.0,0.0,1.0,0.0,0,62,1817.75
house,independent,sector 25,9.0,33333.0,2700.0,Plot area 300(250.84 sq.m.),5.0,5.0,3,3.0,North,Old Property,,2700.0,,1.0,1.0,1.0,1.0,0.0,1,56,540.0
house,independent,sector 47,5.15,26615.0,1935.0,Plot area 215(179.77 sq.m.),3.0,9.0,3+,3.0,East,Relatively New,,1935.0,,0.0,0.0,1.0,0.0,0.0,0,75,645.0
flat,unitech fresco,sector 50,1.14,8532.0,1336.1462728551337,Super Built up area 1336(124.12 sq.m.)Built Up area: 1330 sq.ft. (123.56 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2.0,2.0,2,19.0,East,Moderately Old,1336.0,1330.0,1100.0,0.0,0.0,0.0,0.0,1.0,2,174,668.0731364275669
flat,dlf the skycourt,sector 86,1.54,9221.0,1670.10085674005,Super Built up area 1929(179.21 sq.m.)Built Up area: 1780 sq.ft. (165.37 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),3.0,3.0,3+,15.0,North-West,Relatively New,1929.0,1780.0,1670.0,0.0,1.0,0.0,0.0,0.0,1,174,556.7002855800166
flat,emaar gurgaon greens,sector 102,1.45,8787.0,1650.16501650165,Super Built up area 1650(153.29 sq.m.),3.0,3.0,2,7.0,South-West,Relatively New,1650.0,,,0.0,1.0,0.0,0.0,0.0,0,169,550.05500550055
house,emaar mgf marbella,sector 66,19.0,31667.0,6000.0,Plot area 9000(836.13 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),5.0,6.0,3+,3.0,North-East,Relatively New,,,6000.0,0.0,1.0,1.0,1.0,0.0,0,110,1200.0
flat,m3m heights,sector 65,2.1,16653.0,1261.034047919294,Super Built up area 1261(117.15 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2.0,2.0,3,8.0,,New Property,1261.0,,800.0,0.0,0.0,0.0,0.0,0.0,1,31,630.517023959647
flat,m3m heights,sector 65,2.33,18477.0,1261.0272230340424,Super Built up area 1261(117.15 sq.m.),2.0,2.0,3,35.0,North-East,Under Construction,1261.0,,,0.0,0.0,0.0,0.0,0.0,0,49,630.5136115170212
flat,gls arawali homes,sohna road,0.35,6076.0,576.036866359447,Super Built up area 576(53.51 sq.m.),2.0,2.0,2,12.0,,New Property,576.0,,,0.0,0.0,0.0,0.0,0.0,1,42,288.0184331797235
house,huda,sector 38,3.5,24005.0,1458.0,Plot area 162(135.45 sq.m.)Built Up area: 161 sq.yards (134.62 sq.m.)Carpet area: 160 sq.yards (133.78 sq.m.),3.0,2.0,3,2.0,East,Moderately Old,,161.0,160.0,0.0,0.0,1.0,0.0,0.0,0,85,486.0
house,independent,sector 57,3.6,20833.0,1728.0,Plot area 192(160.54 sq.m.),4.0,4.0,2,2.0,South,Old Property,,1728.0,,1.0,1.0,1.0,1.0,0.0,1,110,432.0
house,independent,sector 46,4.35,23693.0,1836.0,Plot area 204(170.57 sq.m.),3.0,8.0,2,3.0,North-East,Relatively New,,1836.0,,1.0,0.0,0.0,1.0,0.0,0,19,612.0
house,independent,sector 25,16.0,26667.0,6000.0,Built Up area: 6000 (557.42 sq.m.),6.0,5.0,2,3.0,East,Relatively New,,6000.0,,0.0,0.0,0.0,0.0,0.0,1,0,1000.0
flat,godrej nature plus serenity,sector 33,1.39,11583.0,1200.0345333678663,Carpet area: 1200 (111.48 sq.m.),3.0,2.0,3+,23.0,East,Under Construction,,,1200.0,0.0,0.0,0.0,0.0,0.0,1,105,400.0115111226221
flat,dlf the ultima,sector 81,2.35,11233.0,2092.050209205021,Super Built up area 2092(194.35 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,4.0,3+,18.0,North,Relatively New,2092.0,,1100.0,0.0,1.0,0.0,0.0,0.0,1,106,697.350069735007
flat,mahindra luminare,sector 59,5.5,18181.0,3025.1361311259006,Super Built up area 3025(281.03 sq.m.),3.0,3.0,1,26.0,,Under Construction,3025.0,,,0.0,1.0,0.0,0.0,0.0,1,24,1008.3787103753002
flat,tulip purple,sector 69,2.6,10833.0,2400.0738484261055,Super Built up area 2400(222.97 sq.m.),4.0,4.0,3+,4.0,,Moderately Old,2400.0,,,0.0,1.0,0.0,0.0,0.0,1,37,600.0184621065264
flat,signature global park,sohna road,0.53,6295.0,841.9380460683082,Carpet area: 845 (78.5 sq.m.),2.0,2.0,2,1.0,East,Relatively New,,,845.0,0.0,0.0,0.0,1.0,0.0,1,168,420.9690230341541
flat,emaar mgf the palm drive,sector 66,3.5,15909.0,2200.0125715004087,Super Built up area 2200(204.39 sq.m.)Built Up area: 2125 sq.ft. (197.42 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3.0,3.0,3,7.0,North-East,Moderately Old,2200.0,2125.0,2000.0,0.0,1.0,1.0,0.0,0.0,0,149,733.3375238334696
flat,ss the leaf,sector 85,1.22,13318.0,916.0534614807028,Super Built up area 1772(164.62 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 916 sq.ft. (85.1 sq.m.),2.0,2.0,3,16.0,North-East,Relatively New,1772.0,1300.0,916.0,0.0,0.0,1.0,0.0,0.0,1,81,458.0267307403514
house,signature global city 63a,sector 63,1.5,6289.0,2385.0,Built Up area: 2385 (221.57 sq.m.),3.0,3.0,2,1.0,,New Property,,2385.0,,0.0,0.0,0.0,0.0,0.0,1,0,795.0
flat,tulip ivory,sector 70,2.35,9791.0,2400.163415381473,Carpet area: 2400 (222.97 sq.m.),4.0,4.0,3+,8.0,West,Moderately Old,,,2400.0,0.0,1.0,0.0,0.0,0.0,1,108,600.0408538453682
flat,new sathi apartments,sector 54,1.59,7066.0,2250.2122841777527,Built Up area: 2250 (209.03 sq.m.),3.0,3.0,3+,3.0,North,Moderately Old,,2250.0,,1.0,0.0,0.0,0.0,0.0,0,127,750.0707613925842
house,vipul tatvam villa,sector 48,7.25,22377.0,3240.0,Plot area 360(33.45 sq.m.),4.0,4.0,3,2.0,,Relatively New,,360.0,,1.0,1.0,1.0,1.0,0.0,0,103,810.0
flat,shree vardhman victoria,sector 70,1.8,9230.0,1950.1625135427953,Super Built up area 1950(181.16 sq.m.),3.0,3.0,3+,10.0,North-East,New Property,1950.0,,,0.0,0.0,0.0,0.0,1.0,0,49,650.0541711809318
flat,signature global solera,sector 107,0.29,5930.0,489.03878583473863,Carpet area: 489 (45.43 sq.m.),2.0,2.0,2,3.0,East,Relatively New,,,489.0,0.0,0.0,0.0,0.0,0.0,1,45,244.51939291736932
flat,.,gwal pahari,7.0,11000.0,6363.636363636364,Super Built up area 6000(557.42 sq.m.),4.0,4.0,3+,6.0,South-West,Relatively New,6000.0,,,0.0,1.0,0.0,0.0,0.0,1,52,1590.909090909091
house,eldeco mansionz,sector 48,4.95,20599.0,2403.0,Plot area 267(223.25 sq.m.),7.0,7.0,3+,2.0,South,Old Property,,2403.0,,1.0,1.0,1.0,1.0,0.0,0,145,343.2857142857143
flat,sare crescent parc royal greens phase 1,sector 92,0.79,6086.0,1298.061123890897,Super Built up area 1298(120.59 sq.m.),3.0,2.0,2,15.0,,New Property,1298.0,,,0.0,0.0,0.0,0.0,0.0,1,25,432.6870412969657
flat,viridian the plaza 106,sector 106,0.46,6571.0,700.0456551514229,Carpet area: 700 (65.03 sq.m.),1.0,1.0,1,18.0,,New Property,,,700.0,0.0,0.0,0.0,0.0,0.0,1,104,700.0456551514229
flat,ashiana mulberry,sohna road,1.07,6184.0,1730.2716688227683,Super Built up area 1730(160.72 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3.0,3.0,3+,7.0,North-East,Relatively New,1730.0,1600.0,1300.0,0.0,0.0,0.0,0.0,0.0,1,167,576.7572229409228
house,independent,sector 4,0.55,6815.0,807.0,Built Up area: 75,2.0,1.0,1,1.0,,Moderately Old,,75.0,,0.0,0.0,0.0,0.0,0.0,1,0,403.5
house,independent,sector 43,5.5,28424.0,1935.0,Plot area 215(179.77 sq.m.),1.0,1.0,0,1.0,South-West,Old Property,,1935.0,,0.0,0.0,0.0,0.0,1.0,1,12,1935.0
flat,dlf the ultima,sector 81,2.3,14375.0,1600.0,Super Built up area 2132(198.07 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,4.0,3+,18.0,North-East,Relatively New,2132.0,,1600.0,0.0,1.0,0.0,0.0,0.0,2,174,533.3333333333334
flat,conscient heritage max,sector 102,1.7,11333.0,1500.044118944675,Super Built up area 1942(180.42 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,4.0,3+,8.0,North-East,Relatively New,1942.0,1700.0,1500.0,0.0,1.0,0.0,1.0,0.0,0,174,500.0147063148916
flat,spire woods now ananda by alpha corp,sector 103,1.25,6902.0,1811.0692552883224,Carpet area: 1811 (168.25 sq.m.),3.0,4.0,3,11.0,,Under Construction,,,1811.0,1.0,1.0,0.0,0.0,0.0,1,105,603.6897517627741
flat,shapoorji pallonji joyville gurugram,sector 102,1.95,10529.0,1852.0277329281032,Super Built up area 1852(172.06 sq.m.),3.0,3.0,3,10.0,North-East,Relatively New,1852.0,,,0.0,0.0,0.0,0.0,0.0,1,59,617.342577642701
flat,umang winter hills,sector 77,0.86,6408.0,1342.0724094881398,Super Built up area 1342(124.68 sq.m.),2.0,2.0,2,16.0,,New Property,1342.0,,,0.0,0.0,0.0,0.0,0.0,0,79,671.0362047440699
flat,bptp mansions park prime,sector 66,2.7,9768.0,2764.1277641277643,Super Built up area 2764(256.78 sq.m.),4.0,4.0,3,6.0,,Relatively New,2764.0,,,0.0,1.0,0.0,0.0,1.0,1,13,691.0319410319411
flat,vatika gurgaon,sector 83,1.25,6313.0,1980.041184856645,Super Built up area 1980(183.95 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,2,12.0,North,Moderately Old,1980.0,1700.0,1400.0,0.0,1.0,0.0,0.0,0.0,1,95,660.0137282855484
flat,umang winter hills,sector 77,0.8,5961.0,1342.0567018956551,Super Built up area 1342(124.68 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2.0,2,10.0,North,Relatively New,1342.0,,1000.0,0.0,0.0,0.0,0.0,0.0,0,49,671.0283509478276
flat,tulip violet,sector 69,1.37,8907.0,1538.116088469743,Super Built up area 1538(142.88 sq.m.),3.0,3.0,1,12.0,North-East,Relatively New,1538.0,,,0.0,0.0,0.0,0.0,0.0,1,116,512.7053628232477
flat,chd avenue,sector 71,0.95,7929.0,1198.1334342287803,Super Built up area 1198(111.3 sq.m.),2.0,2.0,2,5.0,South,Moderately Old,1198.0,,,0.0,0.0,0.0,0.0,0.0,0,142,599.0667171143901
flat,indiabulls centrum park,sector 103,1.34,7882.0,1700.076122811469,Super Built up area 1725(160.26 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,3.0,3+,12.0,East,Relatively New,1725.0,,1700.0,1.0,1.0,1.0,1.0,0.0,0,38,566.6920409371563
flat,tata primanti,sector 72,6.5,15294.0,4250.0326925591735,Super Built up area 4250(394.84 sq.m.),4.0,4.0,3+,0.0,East,Relatively New,4250.0,,,1.0,1.0,0.0,1.0,0.0,1,67,1062.5081731397934
flat,gls avenue 51,sector 92,0.5,7812.0,640.0409626216078,Super Built up area 640(59.46 sq.m.),3.0,3.0,1,0.0,,Relatively New,640.0,,,0.0,0.0,0.0,0.0,0.0,1,0,213.34698754053593
flat,shapoorji pallonji joyville gurugram,sector 102,1.1,12181.0,903.0457269518104,Super Built up area 903(83.89 sq.m.),2.0,2.0,1,8.0,,Under Construction,903.0,,,0.0,0.0,0.0,0.0,0.0,1,105,451.5228634759052
flat,raheja vanya,sector 99a,0.59,3975.0,1484.2767295597484,Super Built up area 1252.13(116.33 sq.m.),2.0,2.0,3,1.0,East,Under Construction,1252.13,,,0.0,0.0,0.0,0.0,1.0,1,96,742.1383647798742
house,rattan garden,sector 7,1.3,13499.0,963.0,Built Up area: 963 (89.47 sq.m.),2.0,3.0,2,3.0,,Old Property,,963.0,,0.0,0.0,0.0,0.0,0.0,1,0,481.5
flat,ramsons kshitij,sector 95,0.35,5495.0,636.9426751592357,Built Up area: 637 (59.18 sq.m.),2.0,2.0,0,5.0,,Undefined,,637.0,,0.0,0.0,0.0,0.0,0.0,1,0,318.47133757961785
flat,tata primanti,sector 72,4.0,16032.0,2495.0099800399203,Super Built up area 2905(269.88 sq.m.)Carpet area: 2495 sq.ft. (231.79 sq.m.),4.0,5.0,3+,22.0,West,Relatively New,2905.0,,2495.0,0.0,1.0,0.0,0.0,0.0,0,174,623.7524950099801
house,independent,sector 46,2.2,24202.0,909.0,Plot area 101(84.45 sq.m.),3.0,3.0,2,3.0,North-West,Old Property,,909.0,,0.0,0.0,1.0,0.0,0.0,0,56,303.0
flat,ansal heights 86,sector 86,1.3,4666.0,2786.112301757394,Super Built up area 2786(258.83 sq.m.),4.0,6.0,2,11.0,East,New Property,2786.0,,,0.0,1.0,0.0,0.0,1.0,1,86,696.5280754393485
house,independent,sector 51,2.25,2778.0,8100.0,Plot area 100(83.61 sq.m.),6.0,3.0,3+,3.0,North-West,Relatively New,,900.0,,0.0,0.0,0.0,0.0,0.0,1,54,1350.0
house,satya the legend,sector 57,9.25,16577.0,5580.0,Plot area 642(536.79 sq.m.)Built Up area: 630 sq.yards (526.76 sq.m.)Carpet area: 620 sq.yards (518.4 sq.m.),5.0,5.0,3+,4.0,North-East,Relatively New,,630.0,620.0,1.0,1.0,1.0,1.0,0.0,0,160,1116.0
flat,smart world gems,sector 89,1.71,12000.0,1425.0,Built Up area: 1423 (132.2 sq.m.),3.0,2.0,0,3.0,,Undefined,,1423.0,,0.0,0.0,0.0,0.0,0.0,1,45,475.0
flat,puri emerald bay,sector 104,2.6,15160.0,1715.0395778364116,Super Built up area 2450(227.61 sq.m.)Carpet area: 1715 sq.ft. (159.33 sq.m.),3.0,4.0,3+,5.0,,Relatively New,2450.0,,1715.0,1.0,1.0,0.0,0.0,0.0,1,81,571.6798592788039
flat,godrej frontier,sector 80,1.4,6189.0,2262.077880109872,Super Built up area 2262(210.15 sq.m.)Built Up area: 1922 sq.ft. (178.56 sq.m.)Carpet area: 1634 sq.ft. (151.8 sq.m.),3.0,4.0,2,6.0,South,Moderately Old,2262.0,1922.0,1634.0,0.0,1.0,0.0,1.0,0.0,1,111,754.0259600366239
flat,parsvnath green ville,sector 48,1.6,8376.0,1910.2196752626553,Super Built up area 1910(177.44 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,3.0,3,13.0,North-West,Old Property,1910.0,1700.0,1600.0,0.0,0.0,0.0,0.0,1.0,0,119,636.7398917542184
flat,micasa sec 68,sohna road road,1.5,12244.0,1225.089839921594,Carpet area: 1225 (113.81 sq.m.),2.0,2.0,3,11.0,,New Property,,,1225.0,0.0,0.0,0.0,0.0,0.0,1,44,612.544919960797
flat,park royal apartment,sector 56,1.85,9024.0,2050.0886524822695,Carpet area: 2050 (190.45 sq.m.),3.0,4.0,3,7.0,,Old Property,,,2050.0,0.0,1.0,0.0,0.0,0.0,1,72,683.3628841607565
flat,dlf the ultima,sector 81,2.25,10699.0,2103.000280400038,Super Built up area 2103(195.38 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3.0,3.0,3+,11.0,North-East,Relatively New,2103.0,1600.0,1257.0,1.0,1.0,0.0,1.0,1.0,2,49,701.0000934666792
house,independent,sector 28,9.0,27778.0,3240.0,Plot area 360(301.01 sq.m.),6.0,7.0,3+,3.0,North,Moderately Old,,3240.0,,1.0,1.0,1.0,1.0,0.0,1,67,540.0
flat,mrg world ultimus,sector 90,0.5,6983.0,716.0246312473149,Carpet area: 716 (66.52 sq.m.),2.0,2.0,2,1.0,North-East,Under Construction,,,716.0,0.0,0.0,0.0,0.0,0.0,1,21,358.01231562365746
flat,dlf the crest,sector 54,11.0,35483.0,3100.076092776823,Carpet area: 3100 (288 sq.m.),4.0,5.0,3+,7.0,North-East,Relatively New,,,3100.0,1.0,1.0,0.0,1.0,0.0,1,49,775.0190231942057
flat,vipul world floors,sector 48,4.3,13870.0,3100.2162941600577,Carpet area: 3100 (288 sq.m.),4.0,5.0,3+,4.0,East,New Property,,,3100.0,1.0,1.0,0.0,1.0,0.0,1,88,775.0540735400144
flat,emaar mgf emerald floors premier,sector 65,3.5,17721.0,1975.0578409796287,Super Built up area 1975(183.48 sq.m.),4.0,4.0,3,4.0,East,Relatively New,1975.0,,,0.0,1.0,0.0,0.0,0.0,0,114,493.7644602449072
flat,dlf new town heights,sector 86,1.3,6735.0,1930.2152932442464,Super Built up area 1930(179.3 sq.m.)Built Up area: 1715 sq.ft. (159.33 sq.m.),3.0,3.0,3,15.0,South,Relatively New,1930.0,1715.0,,0.0,1.0,0.0,1.0,0.0,0,49,643.4050977480821
house,eldeco mansionz,sector 48,5.0,21368.0,2340.0,Plot area 260(217.39 sq.m.),7.0,7.0,3,2.0,North-East,Moderately Old,,2340.0,,0.0,0.0,0.0,0.0,0.0,0,40,334.2857142857143
house,independent,sector 57,4.75,28788.0,1650.0,Plot area 1600(148.64 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3.0,3.0,3,2.0,North-West,Moderately Old,,1700.0,1650.0,0.0,0.0,1.0,0.0,0.0,0,96,550.0
flat,m3m capital,sector 113,2.57,15575.0,1650.0802568218298,Built Up area: 2060 (191.38 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4.0,5.0,3+,25.0,East,Under Construction,,2060.0,1650.0,1.0,0.0,0.0,0.0,0.0,0,79,412.52006420545746
flat,pareena mi casa,sector 68,1.85,9310.0,1987.1106337271751,Super Built up area 1987(184.6 sq.m.),3.0,3.0,3+,13.0,,Under Construction,1987.0,,,0.0,0.0,0.0,0.0,0.0,1,47,662.3702112423917
flat,dlf regal gardens,sector 90,1.65,7449.0,2215.0624244865085,Super Built up area 2215(205.78 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),4.0,4.0,3+,8.0,East,Relatively New,2215.0,1900.0,1700.0,0.0,0.0,0.0,0.0,1.0,1,79,553.7656061216271
flat,shree vardhman flora,sector 90,0.7,5325.0,1314.5539906103286,Super Built up area 1352(125.6 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.),2.0,2.0,3,9.0,East,New Property,1352.0,1350.0,,1.0,0.0,0.0,0.0,0.0,1,60,657.2769953051643
