property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_to_room_ratio
house,independent,sector 26,12.5,38580.0,3240.0,Plot area 360(301.01 sq.m.),5.0,5.0,3+,2.0,North,Old Property,,3240.0,,1.0,1.0,1.0,1.0,0.0,0,79,648.0
flat,bptp terra,sector 37d,1.65,7530.0,2191.235059760956,Super Built up area 2191(203.55 sq.m.)Built Up area: 2091 sq.ft. (194.26 sq.m.)Carpet area: 1991 sq.ft. (184.97 sq.m.),4.0,3.0,3+,6.0,West,Relatively New,2191.0,2091.0,1991.0,0.0,0.0,0.0,0.0,0.0,0,149,547.808764940239
house,independent,sector 9,0.6,10753.0,558.0,Plot area 62(51.84 sq.m.),3.0,3.0,1,2.0,,Relatively New,,558.0,,0.0,0.0,0.0,0.0,0.0,1,0,186.0
house,independent,sector 3 phase 3 extension,0.75,6410.0,1170.0,Built Up area: 130 (12.08 sq.m.),2.0,2.0,0,1.0,,Undefined,,130.0,,0.0,0.0,0.0,0.0,0.0,1,0,585.0
house,independent,sector 4,0.47,8007.0,587.0,Plot area 624(57.97 sq.m.),2.0,1.0,1,1.0,East,Moderately Old,,624.0,,0.0,0.0,1.0,0.0,0.0,1,0,293.5
flat,emaar mgf emerald floors premier,sector 65,2.8,16969.0,1650.06777064058,Super Built up area 1650(153.29 sq.m.),3.0,3.0,2,3.0,East,Relatively New,1650.0,,,0.0,1.0,0.0,0.0,0.0,1,105,550.0225902135267
flat,imperia the esfera,sector 37c,0.86,5449.0,1578.2712424298036,Super Built up area 1578(146.6 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),2.0,3.0,3,9.0,South-East,Relatively New,1578.0,,1310.0,1.0,0.0,0.0,0.0,1.0,1,49,789.1356212149018
flat,smart world gems,sector 89,1.2,8433.0,1422.981145499822,Built Up area: 1423 (132.2 sq.m.)Carpet area: 920 sq.ft. (85.47 sq.m.),3.0,3.0,2,2.0,East,Undefined,,1423.0,920.0,0.0,0.0,0.0,0.0,0.0,1,45,474.3270484999407
flat,signature global orchard avenue,sector 93,0.85,14237.0,597.0358923930603,Built Up area: 597 (55.46 sq.m.),2.0,2.0,0,10.0,,Undefined,,597.0,,0.0,0.0,0.0,0.0,0.0,1,0,298.51794619653015
flat,ambience creacions,sector 22,3.99,12912.0,3090.1486988847582,Super Built up area 3090(287.07 sq.m.),3.0,5.0,3+,3.0,,New Property,3090.0,,,0.0,1.0,0.0,0.0,0.0,2,102,1030.0495662949195
flat,dlf new town heights,sector 86,1.27,6580.0,1930.0911854103344,Super Built up area 1930(179.3 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3.0,4.0,3,19.0,South-West,Relatively New,1930.0,1800.0,1450.0,0.0,1.0,0.0,1.0,0.0,1,126,643.3637284701115
flat,bestech park view ananda,sector 81,0.95,10626.0,894.0335027291549,Super Built up area 1360(126.35 sq.m.)Carpet area: 894 sq.ft. (83.06 sq.m.),2.0,2.0,2,2.0,North-East,Relatively New,1360.0,,894.0,0.0,0.0,0.0,0.0,0.0,0,104,447.01675136457743
house,row house,sector 105,0.43,9130.0,471.0,Plot area 52(43.48 sq.m.)Built Up area: 1050 sq.yards (877.93 sq.m.),3.0,3.0,3,2.0,,Relatively New,,1050.0,,0.0,0.0,0.0,0.0,0.0,1,0,157.0
house,ss hibiscus,sector 50,12.25,20940.0,5850.0,Plot area 5850(543.48 sq.m.),5.0,7.0,3+,1.0,South-East,Relatively New,,5850.0,,1.0,1.0,0.0,1.0,1.0,0,160,1170.0
flat,rk tower,sector 2,0.95,9595.0,990.0990099009902,Carpet area: 990 (91.97 sq.m.),2.0,2.0,1,1.0,South-East,Relatively New,,,990.0,0.0,0.0,0.0,0.0,0.0,1,99,495.0495049504951
flat,sbr minda sec 1 imt manesar,manesar,0.65,4259.0,1526.1798544259216,Carpet area: 1526 (141.77 sq.m.),3.0,2.0,3+,6.0,South,Moderately Old,,,1526.0,0.0,0.0,0.0,0.0,0.0,1,5,508.72661814197386
house,independent,sector 28,4.5,13889.0,3240.0,Built Up area: 360 (33.45 sq.m.),4.0,4.0,0,4.0,,Undefined,,360.0,,0.0,0.0,0.0,0.0,0.0,1,0,810.0
house,vipul tatvam villa,sector 48,22.0,26667.0,8250.0,Plot area 1000(836.13 sq.m.),5.0,6.0,3,3.0,,Moderately Old,,1000.0,,0.0,1.0,0.0,0.0,0.0,1,54,1650.0
flat,paras dews,sector 106,1.14,6000.0,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1305 sq.ft. (121.24 sq.m.)Carpet area: 1173 sq.ft. (108.98 sq.m.),3.0,4.0,3,8.0,South,Relatively New,1900.0,1305.0,1173.0,1.0,1.0,0.0,0.0,0.0,1,49,633.3333333333334
flat,tulip leaf,sector 69,2.06,11386.0,1809.239416827683,Super Built up area 1812(168.34 sq.m.),3.0,3.0,3,16.0,South-West,Relatively New,1812.0,,,0.0,0.0,0.0,0.0,0.0,1,49,603.0798056092277
flat,m3m urbana,sector 67,0.95,10895.0,871.9596145020652,Built Up area: 826 (76.74 sq.m.),1.0,1.0,1,17.0,South-West,Relatively New,,826.0,,0.0,0.0,0.0,0.0,0.0,1,49,871.9596145020652
house,independent,sector 2,2.95,15989.0,1845.0,Plot area 205(171.41 sq.m.),4.0,4.0,3+,2.0,North-West,Old Property,,1845.0,,0.0,0.0,0.0,0.0,0.0,1,27,461.25
flat,m3m skycity,sector 65,2.0,15267.0,1310.0150651732497,Super Built up area 1310(121.7 sq.m.),2.0,2.0,2,16.0,East,New Property,1310.0,,,0.0,0.0,0.0,0.0,0.0,0,174,655.0075325866248
flat,landmark the residency,sector 103,0.9,6666.0,1350.1350135013502,Super Built up area 1350(125.42 sq.m.),2.0,2.0,2,1.0,South-West,Relatively New,1350.0,,,0.0,0.0,0.0,0.0,0.0,1,44,675.0675067506751
flat,vatika lifestyle homes,sector 83,1.15,6552.0,1755.1892551892552,Super Built up area 1755(163.04 sq.m.),3.0,2.0,3,15.0,,Relatively New,1755.0,,,0.0,0.0,0.0,0.0,0.0,1,37,585.063085063085
flat,pooja apartment,sector 3 phase 3 extension,0.25,3571.0,700.0840100812097,Carpet area: 700 (65.03 sq.m.),2.0,2.0,2,2.0,East,Relatively New,,,700.0,0.0,0.0,0.0,0.0,0.0,1,0,350.04200504060486
flat,indiabulls centrum park,sector 103,2.45,8521.0,2875.249383875132,Super Built up area 2875(267.1 sq.m.),4.0,6.0,3,5.0,,Relatively New,2875.0,,,0.0,1.0,0.0,0.0,0.0,1,38,718.812345968783
flat,tata primanti,sector 72,3.21,16050.0,2000.0,Super Built up area 2185(202.99 sq.m.)Built Up area: 2140 sq.ft. (198.81 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3.0,4.0,3+,15.0,North-East,Relatively New,2185.0,2140.0,2000.0,0.0,1.0,0.0,0.0,0.0,0,174,666.6666666666666
flat,signature global park,sohna road,0.65,5637.0,1153.0956182366508,Super Built up area 1153(107.12 sq.m.),2.0,2.0,2,2.0,North-West,Relatively New,1153.0,,,0.0,0.0,0.0,1.0,0.0,1,118,576.5478091183254
flat,paras dews,sector 106,1.2,6818.0,1760.0469345849222,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3.0,4.0,3+,9.0,North-East,Relatively New,1760.0,1186.0,1130.0,0.0,1.0,0.0,0.0,0.0,1,174,586.6823115283074
flat,tulip violet,sector 69,1.66,10134.0,1638.0501282810342,Super Built up area 1638(152.18 sq.m.),3.0,3.0,2,0.0,South-West,Relatively New,1638.0,,,0.0,0.0,0.0,0.0,0.0,1,157,546.0167094270114
flat,alpha corp gurgaonone,sector 84,1.52,7904.0,1923.076923076923,Super Built up area 1923(178.65 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,4.0,3,15.0,South,Relatively New,1923.0,,1500.0,0.0,1.0,0.0,0.0,0.0,1,92,641.025641025641
flat,bestech park view residency,sector 2,1.36,7646.0,1778.7078210829195,Super Built up area 1780(165.37 sq.m.),3.0,3.0,3+,5.0,South-West,Moderately Old,1780.0,,,0.0,0.0,0.0,0.0,0.0,1,84,592.9026070276399
house,independent,sector 17a,1.52,19869.0,765.0,Plot area 85(71.07 sq.m.)Built Up area: 105 sq.yards (87.79 sq.m.),2.0,2.0,1,1.0,South-East,Old Property,,105.0,,0.0,0.0,0.0,0.0,0.0,1,22,382.5
flat,hcbs sports ville,sohna road,0.2,4219.0,474.04598246029866,Built Up area: 473.99 (44.04 sq.m.),1.0,1.0,1,3.0,East,New Property,,474.042156,,0.0,0.0,0.0,0.0,0.0,1,71,474.04598246029866
flat,central park resorts,sector 48,9.3,24926.0,3731.043889914146,Super Built up area 3931(365.2 sq.m.)Built Up area: 3831 sq.ft. (355.91 sq.m.)Carpet area: 3731 sq.ft. (346.62 sq.m.),4.0,4.0,3+,10.0,North-East,Moderately Old,3931.0,3831.0,3731.0,1.0,1.0,1.0,1.0,0.0,0,67,932.7609724785365
flat,vatika lifestyle homes,sector 83,1.04,5699.0,1824.8815581680997,Super Built up area 1755(163.04 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,2.0,2,2.0,South-West,Moderately Old,1755.0,1500.0,1100.0,0.0,0.0,0.0,0.0,0.0,1,95,608.2938527226999
flat,godrej summit,sector 104,1.3,7893.0,1647.0290130495375,Super Built up area 1647(153.01 sq.m.),3.0,3.0,3,8.0,,New Property,1647.0,,,0.0,0.0,0.0,0.0,1.0,1,103,549.0096710165125
house,eldeco mansionz,sector 48,4.75,20299.0,2340.0,Plot area 260(217.39 sq.m.),7.0,7.0,3,2.0,North-East,Moderately Old,,2340.0,,1.0,0.0,0.0,0.0,0.0,0,33,334.2857142857143
flat,dlf the primus,sector 82a,1.85,10283.0,1799.08586988233,Super Built up area 1799(167.13 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3.0,3.0,3+,2.0,South,Relatively New,1799.0,,1538.0,0.0,0.0,0.0,0.0,0.0,0,44,599.6952899607767
flat,antriksh heights,sector 84,0.89,4370.0,2036.6132723112128,Super Built up area 2025(188.13 sq.m.),3.0,3.0,3,8.0,North,Relatively New,2025.0,,,0.0,0.0,0.0,1.0,0.0,1,67,678.8710907704043
flat,zara aavaas,sector 104,0.2,6645.0,300.97817908201654,Built Up area: 301 (27.96 sq.m.),1.0,1.0,1,3.0,North-East,Undefined,,301.0,,0.0,0.0,0.0,0.0,0.0,1,67,300.97817908201654
flat,pyramid elite,sector 86,0.45,7846.0,573.5406576599541,Carpet area: 573.54 (53.28 sq.m.),2.0,2.0,1,12.0,,Under Construction,,,573.500592,0.0,0.0,0.0,0.0,0.0,1,30,286.7703288299771
flat,unitech harmony,sector 50,2.6,9590.0,2711.1574556830033,Super Built up area 2711(251.86 sq.m.)Built Up area: 2700 sq.ft. (250.84 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3.0,4.0,2,15.0,North-East,Relatively New,2711.0,2700.0,2200.0,0.0,1.0,0.0,0.0,1.0,0,174,903.7191518943345
house,independent,sector 27,8.0,26298.0,3042.0,Plot area 338(282.61 sq.m.),9.0,9.0,3,4.0,North-East,Relatively New,,3042.0,,1.0,1.0,1.0,1.0,0.0,2,110,338.0
house,independent,sector 45,17.0,37778.0,4500.0,Plot area 4500(418.06 sq.m.),5.0,8.0,3+,3.0,North-East,Relatively New,,4500.0,,1.0,1.0,1.0,1.0,0.0,2,152,900.0
house,independent,sector 4,0.5,9259.0,540.0,Plot area 540(50.17 sq.m.),2.0,3.0,2,3.0,West,Old Property,,540.0,,0.0,0.0,0.0,0.0,0.0,1,0,270.0
flat,m3m woodshire,sector 107,1.21,6227.0,1943.1507949253253,Super Built up area 1943(180.51 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3.0,3,7.0,East,Moderately Old,1943.0,,1500.0,0.0,0.0,0.0,0.0,0.0,0,126,647.7169316417751
flat,m3m woodshire,sector 107,1.8,7623.0,2361.275088547816,Super Built up area 2361(219.34 sq.m.)Carpet area: 1384 sq.ft. (128.58 sq.m.),3.0,4.0,3+,2.0,,Relatively New,2361.0,,1384.0,0.0,1.0,0.0,0.0,0.0,1,129,787.0916961826052
flat,godrej,sector 79,1.35,8970.0,1505.016722408027,Super Built up area 1505(139.82 sq.m.),3.0,3.0,2,7.0,South-West,Relatively New,1505.0,,,0.0,0.0,0.0,0.0,0.0,1,118,501.6722408026756
flat,imperia the esfera,sector 37c,0.99,5454.0,1815.1815181518152,Super Built up area 1815(168.62 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1270 sq.ft. (117.99 sq.m.),3.0,5.0,3+,5.0,North-West,Relatively New,1815.0,1400.0,1270.0,0.0,1.0,0.0,0.0,0.0,1,49,605.0605060506051
flat,shree vardhman victoria,sector 70,1.9,9743.0,1950.11803345992,Super Built up area 1950(181.16 sq.m.),3.0,3.0,3,10.0,North-East,New Property,1950.0,,,0.0,1.0,1.0,1.0,1.0,1,36,650.0393444866401
flat,corona gracieux,sector 76,1.05,5949.0,1765.0025214321736,Super Built up area 1765(163.97 sq.m.),3.0,3.0,3+,7.0,North-East,Relatively New,1765.0,,,0.0,0.0,0.0,0.0,0.0,0,133,588.3341738107246
flat,bhagwati sadan,sector 12,1.15,5500.0,2090.909090909091,Built Up area: 2000 (185.81 sq.m.),3.0,4.0,2,2.0,,Old Property,,2000.0,,0.0,1.0,0.0,0.0,1.0,1,0,696.969696969697
flat,dlf new town heights,sector 90,1.2,6217.0,1930.1914106482227,Carpet area: 1930 (179.3 sq.m.),3.0,3.0,3+,8.0,North-West,Moderately Old,,,1930.0,0.0,1.0,0.0,1.0,0.0,1,59,643.3971368827409
flat,tulip white,sector 69,0.9,6787.0,1326.0645351407102,Carpet area: 1326 (123.19 sq.m.),3.0,2.0,3,6.0,North-East,Relatively New,,,1326.0,0.0,0.0,0.0,1.0,0.0,1,121,442.0215117135701
flat,pyramid urban homes 2,sector 86,0.43,8582.0,501.0487065951992,Carpet area: 501 (46.54 sq.m.),2.0,2.0,1,6.0,North-East,New Property,,,501.0,1.0,0.0,0.0,0.0,0.0,1,92,250.5243532975996
house,international city by sobha phase 1,sector 109,5.75,16429.0,3500.0,Plot area 272(25.27 sq.m.)Built Up area: 4800 sq.ft. (445.93 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4.0,4.0,2,3.0,South-East,Relatively New,,4800.0,3500.0,0.0,1.0,0.0,0.0,0.0,1,146,875.0
flat,raheja vedaanta,sector 108,1.0,4854.0,2060.1565718994643,Built Up area: 2060 (191.38 sq.m.)Carpet area: 1890 sq.ft. (175.59 sq.m.),2.0,2.0,2,0.0,North,Undefined,,2060.0,1890.0,0.0,0.0,0.0,0.0,0.0,1,0,1030.0782859497322
flat,the castle society,sector 56,2.0,8695.0,2300.1725129384704,Super Built up area 2300(213.68 sq.m.),4.0,4.0,2,4.0,,Under Construction,2300.0,,,0.0,0.0,0.0,0.0,0.0,1,0,575.0431282346176
house,vatika independent floors,sector 82,1.4,8235.0,1700.0,Plot area 1700(157.94 sq.m.),3.0,3.0,2,3.0,North-West,New Property,,1700.0,,0.0,0.0,0.0,1.0,0.0,1,61,566.6666666666666
flat,m3m soulitude,sector 89,1.25,8784.0,1423.0418943533698,Carpet area: 1423 (132.2 sq.m.),3.0,3.0,2,3.0,,New Property,,,1423.0,1.0,0.0,0.0,0.0,0.0,1,49,474.34729811778993
flat,emaar gurgaon greens,sector 102,1.54,9333.0,1650.0589306760955,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3.0,3.0,3,12.0,North-East,Relatively New,1650.0,,1022.58,0.0,1.0,0.0,0.0,0.0,1,61,550.0196435586985
house,independent,sector 25,13.5,19286.0,7000.0,Built Up area: 7000 (650.32 sq.m.),9.0,9.0,0,1.0,East,Relatively New,,7000.0,,0.0,0.0,0.0,0.0,0.0,1,0,777.7777777777778
flat,sobha city,sector 108,2.6,15195.0,1711.0891740704178,Super Built up area 1711(158.96 sq.m.),3.0,3.0,2,8.0,East,Relatively New,1711.0,,,0.0,0.0,0.0,0.0,0.0,1,99,570.3630580234726
flat,imperia the esfera,sector 37c,0.95,5703.0,1665.7899351218657,Built Up area: 1578 (146.6 sq.m.),2.0,2.0,0,17.0,,Under Construction,,1578.0,,0.0,1.0,0.0,0.0,0.0,1,66,832.8949675609329
flat,signature global park 4,sector 36,0.82,7585.0,1081.081081081081,Super Built up area 1081(100.43 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),3.0,2.0,2,2.0,,New Property,1081.0,,650.0,0.0,0.0,0.0,0.0,0.0,1,8,360.36036036036035
flat,bestech park view ananda,sector 81,1.35,7541.0,1790.2134995358706,Super Built up area 1790(166.3 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3.0,3.0,3+,10.0,North-East,Moderately Old,1790.0,,1130.0,0.0,0.0,1.0,0.0,0.0,0,72,596.7378331786235
flat,supertech hues,sector 68,1.0,8474.0,1180.080245456691,Carpet area: 1180 (109.63 sq.m.),2.0,2.0,3,23.0,,New Property,,,1180.0,0.0,0.0,0.0,0.0,0.0,1,49,590.0401227283455
flat,m3m skywalk,sector 74,1.54,10814.0,1424.079896430553,Super Built up area 1424(132.29 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1139 sq.ft. (105.82 sq.m.),2.0,2.0,3+,15.0,South-East,Relatively New,1424.0,1200.0,1139.0,0.0,0.0,0.0,0.0,1.0,1,137,712.0399482152765
flat,sobha city,sector 108,4.1,23401.0,1752.0618776975343,Super Built up area 2344(217.76 sq.m.)Built Up area: 2343 sq.ft. (217.67 sq.m.)Carpet area: 1752 sq.ft. (162.77 sq.m.),4.0,5.0,3,25.0,North-East,New Property,2344.0,2343.0,1752.0,1.0,1.0,0.0,0.0,0.0,2,97,438.0154694243836
flat,m3m golfestate,sector 65,5.9,17543.0,3363.164795074959,Super Built up area 3363(312.43 sq.m.),3.0,3.0,3,9.0,,Moderately Old,3363.0,,,1.0,0.0,0.0,0.0,0.0,2,21,1121.0549316916529
flat,south city 1 floors,sector 41,3.4,11724.0,2900.0341180484475,Built Up area: 2900 (269.42 sq.m.),4.0,4.0,3,0.0,,Undefined,,2900.0,,0.0,0.0,0.0,0.0,0.0,1,0,725.0085295121119
flat,maruti kunj,sector 11,0.8,5161.0,1550.0871924045728,Super Built up area 1550(144 sq.m.),3.0,2.0,0,0.0,,Old Property,1550.0,,,0.0,0.0,0.0,0.0,0.0,1,8,516.6957308015243
flat,bestech park view spa next,sector 67,3.32,12599.0,2635.129772204143,Super Built up area 2635(244.8 sq.m.),4.0,5.0,3+,12.0,West,Moderately Old,2635.0,,,0.0,1.0,0.0,0.0,0.0,0,174,658.7824430510358
flat,ss the leaf,sector 85,2.1,7467.0,2812.3744475693047,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4.0,4.0,3,7.0,North,Relatively New,2812.0,2600.0,2400.0,1.0,1.0,0.0,1.0,0.0,1,49,703.0936118923262
house,bhim garh kheri,sector 3,0.75,6410.0,1170.0,Plot area 130(108.7 sq.m.),4.0,2.0,2,2.0,West,Old Property,,1170.0,,0.0,0.0,0.0,0.0,0.0,1,16,292.5
house,housing board colony,sector 28,3.5,25926.0,1350.0,Plot area 150(125.42 sq.m.),2.0,6.0,3,3.0,,Relatively New,,1350.0,,0.0,0.0,0.0,0.0,0.0,1,0,675.0
flat,signature global park,sohna road,0.53,6386.0,829.940494832446,Carpet area: 822 (76.37 sq.m.),2.0,2.0,2,2.0,North-East,Relatively New,,,822.0,0.0,0.0,0.0,1.0,0.0,1,168,414.970247416223
flat,godrej nature plus,sector 33,1.45,15664.0,925.6894790602656,Built Up area: 118 Carpet area: 86 sq.m.,3.0,2.0,3+,20.0,,Under Construction,,118.0,86.0,1.0,0.0,0.0,0.0,0.0,1,144,308.5631596867552
flat,emaar mgf emerald estate,sector 65,1.7,21013.0,809.0229857707134,Super Built up area 1395(129.6 sq.m.)Carpet area: 809 sq.ft. (75.16 sq.m.),3.0,3.0,3,7.0,South-East,Relatively New,1395.0,,809.0,1.0,0.0,0.0,0.0,0.0,0,116,269.6743285902378
flat,shree vardhman flora,sector 90,0.66,5076.0,1300.2364066193854,Super Built up area 1300(120.77 sq.m.)Carpet area: 960 sq.ft. (89.19 sq.m.),2.0,2.0,3,4.0,North-East,Relatively New,1300.0,,960.0,1.0,0.0,0.0,0.0,0.0,1,119,650.1182033096927
flat,emaar mgf emerald floors premier,sector 65,2.8,16969.0,1650.06777064058,Super Built up area 1975(183.48 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4.0,4.0,3,2.0,North,Relatively New,1975.0,1800.0,1650.0,1.0,0.0,0.0,0.0,0.0,0,89,412.516942660145
flat,tulip violet,sector 69,1.2,10909.0,1100.009166743056,Built Up area: 1100 (102.19 sq.m.),2.0,3.0,0,0.0,,Undefined,,1100.0,,0.0,0.0,0.0,0.0,0.0,1,54,550.004583371528
flat,emaar mgf the enclave,sector 66,2.1,12352.0,1700.1295336787564,Super Built up area 1920(178.37 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,4.0,2,12.0,North-East,Relatively New,1920.0,1800.0,1700.0,0.0,1.0,0.0,0.0,0.0,0,156,566.7098445595855
flat,shapoorji pallonji joyville gurugram,sector 102,1.8,10638.0,1692.047377326565,Super Built up area 1692(157.19 sq.m.),3.0,3.0,3,1.0,East,Relatively New,1692.0,,,0.0,0.0,0.0,0.0,0.0,1,141,564.0157924421884
flat,emaar palm gardens,sector 83,1.48,7789.0,1900.115547567082,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3.0,3.0,3,7.0,East,Relatively New,1900.0,,1240.04,0.0,1.0,0.0,0.0,0.0,1,66,633.3718491890273
flat,pioneer araya,sector 62,9.2,19943.0,4613.147470290328,Super Built up area 4613(428.56 sq.m.)Carpet area: 3203 sq.ft. (297.57 sq.m.),4.0,6.0,3,5.0,South,Relatively New,4613.0,,3203.0,0.0,1.0,0.0,1.0,0.0,0,156,1153.286867572582
flat,tulip violet,sector 69,1.55,9822.0,1578.090002036245,Super Built up area 1578(146.6 sq.m.),3.0,3.0,2,9.0,North-East,Relatively New,1578.0,,,0.0,0.0,0.0,1.0,0.0,0,165,526.0300006787484
flat,chintels paradiso,sector 109,2.0,7604.0,2630.1946344029457,Super Built up area 2630(244.33 sq.m.),4.0,4.0,2,11.0,,Relatively New,2630.0,,,0.0,1.0,0.0,1.0,0.0,1,64,657.5486586007364
flat,spaze privy at,sector 84,1.35,9642.0,1400.1244555071562,Super Built up area 1918(178.19 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3,7.0,South-East,Relatively New,1918.0,1750.0,1400.0,0.0,0.0,0.0,1.0,0.0,1,90,466.70815183571875
flat,signature global orchard avenue,sector 93,0.4,5479.0,730.0602299689724,Built Up area: 730 (67.82 sq.m.),2.0,2.0,0,0.0,,Undefined,,730.0,,0.0,0.0,0.0,0.0,0.0,1,0,365.0301149844862
house,ss aaron ville,sector 49,6.75,19737.0,3420.0,Plot area 380(317.73 sq.m.),5.0,4.0,2,2.0,North,Old Property,,3420.0,,1.0,1.0,1.0,0.0,0.0,1,78,684.0
house,vipul tatvam villa,sector 48,7.25,27971.0,2592.0,Plot area 288(240.8 sq.m.),3.0,4.0,2,2.0,South,Moderately Old,,2592.0,,1.0,1.0,1.0,1.0,0.0,0,115,864.0
flat,mvn athens,sohna road,0.27,5901.0,457.5495678698526,Carpet area: 457.52 (42.5 sq.m.),2.0,2.0,1,0.0,,Relatively New,,,457.46575,0.0,0.0,0.0,0.0,0.0,0,69,228.7747839349263
flat,sapphire eighty three,sector 83,0.65,9286.0,699.9784622011631,Built Up area: 700 (65.03 sq.m.),1.0,1.0,0,6.0,,Undefined,,700.0,,0.0,0.0,0.0,0.0,0.0,1,0,699.9784622011631
house,independent,sector 47,0.99,17188.0,576.0,Plot area 64(53.51 sq.m.),1.0,4.0,3,4.0,,Relatively New,,576.0,,0.0,0.0,0.0,0.0,0.0,1,13,576.0
flat,emaar mgf emerald floors,sector 65,3.2,10159.0,3149.916330347475,Built Up area: 3150 (292.64 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),4.0,3.0,2,1.0,,Relatively New,,3150.0,1750.0,0.0,1.0,0.0,0.0,0.0,1,0,787.4790825868688
flat,raheja navodaya,sector 92,0.85,4271.0,1990.1662374151256,Super Built up area 1990(184.88 sq.m.),3.0,3.0,3,2.0,North-West,Relatively New,1990.0,,,0.0,0.0,0.0,0.0,0.0,1,100,663.3887458050418
flat,pareena mi casa,sector 68,1.1,8835.0,1245.048104131296,Super Built up area 1245(115.66 sq.m.),2.0,2.0,3,11.0,North,New Property,1245.0,,,0.0,0.0,0.0,0.0,0.0,1,95,622.524052065648
flat,sbtl caladium,sector 109,1.9,6219.0,3055.1535616658625,Super Built up area 3055(283.82 sq.m.),4.0,4.0,3,8.0,North-East,Relatively New,3055.0,,,0.0,1.0,0.0,0.0,0.0,1,151,763.7883904164656
house,nirvana cedar crest,sector 50,3.99,8867.0,4500.0,Plot area 4500(418.06 sq.m.),4.0,5.0,3+,4.0,North-East,New Property,,4500.0,,0.0,1.0,0.0,1.0,0.0,0,112,1125.0
house,international city by sobha phase 2,sector 109,6.25,10035.0,6228.0,Plot area 692(578.6 sq.m.),5.0,7.0,3+,3.0,North-East,Relatively New,,6228.0,,1.0,1.0,1.0,1.0,0.0,1,147,1245.6
house,anamika enclave,sector 12,6.0,14493.0,4140.0,Plot area 4140(384.62 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.),9.0,9.0,3+,3.0,North-West,Old Property,,9000.0,,0.0,0.0,0.0,0.0,0.0,1,9,460.0
flat,dlf city plots phase 3,sector 24,6.5,18571.0,3500.0807710947174,Carpet area: 3500 (325.16 sq.m.),4.0,5.0,3+,3.0,North-East,New Property,,,3500.0,0.0,1.0,0.0,0.0,0.0,2,42,875.0201927736794
flat,ambience creacions,sector 22,2.0,14492.0,1380.071763731714,Carpet area: 1380 (128.21 sq.m.),2.0,2.0,2,9.0,East,Relatively New,,,1380.0,0.0,0.0,0.0,0.0,0.0,1,49,690.035881865857
flat,signature global the millennia,sector 37d,0.55,9166.0,600.0436395374209,Super Built up area 600(55.74 sq.m.),2.0,2.0,3,3.0,,New Property,600.0,,,0.0,0.0,0.0,0.0,0.0,1,53,300.02181976871043
flat,vatika gurgaon,sector 83,0.95,6574.0,1445.086705202312,Super Built up area 1445(134.24 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,3,5.0,South,Relatively New,1445.0,1300.0,1200.0,0.0,0.0,0.0,0.0,0.0,0,96,722.543352601156
house,independent,sector 4,0.65,11111.0,585.0,Plot area 65(54.35 sq.m.),4.0,2.0,2,,,Moderately Old,,585.0,,0.0,0.0,0.0,0.0,0.0,1,0,146.25
